name,AverageShortestPathLength,ClosenessCentrality,NeighborhoodConnectivity,TopologicalCoefficient,Label
UROD,2.579147641,0.387724993,52.19444444,0.090615355,0
KDR,2.246575342,0.445121951,75.56043956,0.082208325,0
CPOX,2.825722983,0.353891732,44.21052632,0.126890502,0
ENSG00000268221,3.449771689,0.289874255,19.33333333,0.339506173,0
TAP1,2.955098935,0.338398146,37.3,0.155230126,0
CSRP3,3.118721461,0.320644217,19.14285714,0.164160401,0
SLC25A28,3.082952816,0.324364354,40.66666667,0.230113636,0
ALAD,2.667427702,0.37489301,61.15,0.120990099,0
SLCO6A1,3.621004566,0.276166456,7.5,0.25,0
USP40,3.094368341,0.323167732,21,0.135294118,0
ABCC2,2.735920852,0.36550765,45.47619048,0.106167057,0
SLC22A5,2.99847793,0.333502538,31.11111111,0.145178197,0
IL18,2.403348554,0.41608613,88.70967742,0.117496261,0
SLC19A1,3.052511416,0.327599102,21.08333333,0.126262626,0
GSTM1,2.665905632,0.375107051,43.16129032,0.088445267,0
HNF4A,2.401826484,0.41634981,74.33333333,0.095028772,0
TYMS,2.496194825,0.400609756,47.72093023,0.070907772,0
ANG,2.568493151,0.389333333,75.35294118,0.12537927,0
UGT1A9,2.818112633,0.354847421,43.42857143,0.124794745,0
CYP2D6,2.688736682,0.371921879,55.52941176,0.118652589,0
SLC30A10,2.691780822,0.371501272,46.21428571,0.098595849,0
SLC22A1,3.353120244,0.298229687,14,0.207692308,0
CYP2E1,2.53196347,0.394950406,74.25714286,0.115127353,0
MTHFR,2.47716895,0.403686636,51.34042553,0.074949526,0
DLEU1,3.735159817,0.267726161,21,0,0
WFS1,2.49086758,0.401466544,62.43243243,0.092412412,0
ATP2B3,2.662861492,0.375535867,37.15384615,0.077163462,0
FLNC,2.95129376,0.338834451,20.14285714,0.088010204,0
EIF2B3,3.02130898,0.330982368,18.4,0.099453552,0
SNCA,2.197869102,0.45498615,52.26595745,0.053639303,0
ANK2,2.640030441,0.378783511,37,0.072262086,0
UCP2,2.416286149,0.413858268,96.34375,0.125447591,0
SLC16A1,2.777016743,0.360098657,60.81818182,0.156448203,0
PAX4,2.798325723,0.357356541,70.71428571,0.190733591,0
KCNJ4,3.066210046,0.326135517,24.1,0.14260355,0
ABCD1,3.080669711,0.324604743,36.6,0.223602484,0
SLC2A13,2.967275495,0.33700949,26.9,0.130845771,0
EHHADH,2.790715373,0.358331061,38.52631579,0.105552342,0
ELOVL7,3.241248097,0.308523127,21.5,0.211666667,0
CAT,2.126331811,0.470293486,60.75539568,0.05944755,0
ACSBG1,2.948249619,0.339184306,33.22222222,0.136111111,0
ABL1,2.265601218,0.441383944,64.07042254,0.069717544,0
NFKBIA,2.294520548,0.435820896,78.51515152,0.088700565,0
EPO,2.337138508,0.427873657,81.12307692,0.097037173,0
PIK3CA,2.222983257,0.449845943,57.67592593,0.061950511,0
YWHAE,2.412480974,0.414511041,53.41860465,0.069797881,0
MECOM,2.805175038,0.356483993,50.53846154,0.142546719,0
CDK6,2.406392694,0.415559772,78.18604651,0.100496204,0
RB1,2.429223744,0.411654135,66.09756098,0.087778965,0
MEF2D,2.597412481,0.384998535,86.92857143,0.149765606,0
NTRK2,2.343226788,0.426761936,63.04761905,0.076144467,0
FBXW7,2.400304414,0.416613824,51.34375,0.067516447,0
TAL1,2.678843227,0.373295455,50.60869565,0.105603056,0
CSF2,2.336377473,0.428013029,73.59770115,0.090179175,0
RUNX1,2.643835616,0.378238342,41.41025641,0.081154602,0
BCR,2.659817352,0.375965665,55.66666667,0.110586481,0
OGG1,2.714611872,0.368376787,38.48148148,0.088325653,0
CD34,2.264840183,0.441532258,72.07446809,0.080392762,0
SOCS3,2.323439878,0.430396331,71.02352941,0.084753615,0
PDGFB,2.409436834,0.415034744,75.10714286,0.099672738,0
IDH2,2.416286149,0.413858268,58.58823529,0.077395291,0
PRKD1,2.53652968,0.394239424,71.5,0.112185535,0
ATR,2.503805175,0.399392097,57.1025641,0.085959222,0
CTNNB1,2.117960426,0.472152354,54.42567568,0.053221029,0
FYN,2.238203957,0.446786807,63.45348837,0.067924904,0
NF1,2.356164384,0.424418605,70.76086957,0.085459987,0
PCBP2,2.735159817,0.365609349,31.31578947,0.077769049,0
MDM4,2.726027397,0.366834171,53.5625,0.123271889,0
EIF3A,2.755707763,0.362883181,35.75862069,0.091189699,0
XIAP,2.366057839,0.422643937,73.10714286,0.089242107,0
HSP90AB1,2.287671233,0.437125749,51.58441558,0.058141408,0
ROBO3,2.916286149,0.342901879,56.83333333,0.214465409,0
ALOX5,2.560121766,0.390606421,98.07692308,0.159412133,0
KMT2A,2.503805175,0.399392097,67.4137931,0.099821201,0
EWSR1,2.576103501,0.388183161,48.56666667,0.084027778,0
PTPRC,2.236681887,0.447090847,69.94230769,0.076024247,0
MME,2.447488584,0.40858209,67.25,0.094187675,0
PARK7,2.202435312,0.454042847,51.9375,0.053160184,0
PRKCD,2.442161339,0.409473356,50.23255814,0.069222133,0
TET2,2.722983257,0.367244271,59.35294118,0.131472545,0
RUNX1T1,2.856164384,0.350119904,32.05882353,0.104339441,0
ASXL1,2.697108067,0.370767494,57.9375,0.12366453,0
WAS,2.605022831,0.383873795,40.96969697,0.075256239,0
HIPK2,2.684931507,0.37244898,57.4,0.119270833,0
APBB1,2.630136986,0.380208333,53.30434783,0.10333474,0
PTPN6,2.45738204,0.406937132,59,0.083215797,0
APAF1,2.522070015,0.396499698,84.88461538,0.128808218,0
DVL1,2.50304414,0.39951353,59.3030303,0.089309383,0
ITPKB,2.164383562,0.462025316,75.92792793,0.076377182,0
AFF1,2.931506849,0.341121495,43.45454545,0.171397772,0
VEGFA,2.073059361,0.482378855,61.52513966,0.058534304,0
ESR1,2.127092846,0.470125224,66.05555556,0.064054008,0
TRAF6,2.305936073,0.433663366,63.07407407,0.073655821,0
CD19,2.423896499,0.41255887,77.75,0.105495251,0
SHC3,2.625570776,0.380869565,67.5,0.127504726,0
CCND3,2.628614916,0.380428489,87.16666667,0.15964591,0
CYFIP2,2.911719939,0.343439624,32.16666667,0.119538077,0
RAD51,2.419330289,0.413337528,53.2244898,0.07032178,0
CRYGD,3.215372907,0.311005917,26.75,0.297222222,0
MCAT,2.759512938,0.362382791,51,0.124540441,0
PSMD2,2.450532725,0.408074534,47.67857143,0.066776711,0
GSK3B,2.140030441,0.467283073,64.48039216,0.061753437,0
FABP3,2.701674277,0.370140845,77.5,0.168478261,0
SUCLA2,2.853881279,0.3504,36.12,0.117777778,0
G6PD,2.407914764,0.415297092,59.83018868,0.077275608,0
NDUFAB1,2.576864536,0.388068517,41.76470588,0.073202614,0
ACAD8,3.552511416,0.281491003,12.33333333,0.333333333,0
NAA50,2.987062405,0.33477707,26.83333333,0.127003205,0
PIGC,2.879756469,0.347251586,52,0.176403207,0
ACAD9,3.140030441,0.31846825,30.21052632,0.183889602,0
NDUFS7,2.817351598,0.354943274,40.60526316,0.119779537,0
NDUFA2,3.00608828,0.332658228,37.88461538,0.17954794,0
NDUFS3,2.749619482,0.363686687,41.90243902,0.106351368,0
DGUOK,2.933789954,0.340856031,31.80769231,0.124585219,0
SDHA,2.490106545,0.401589242,43.45070423,0.066950238,0
POLG,2.722983257,0.367244271,34.55555556,0.082471493,0
NDUFAF2,3.150684932,0.317391304,29.5,0.19,0
NDUFS4,2.888888889,0.346153846,38.89285714,0.136820926,0
NLN,2.904109589,0.344339623,32.08333333,0.116484185,0
ASAH2,3.204718417,0.312039896,18.1,0.148360656,0
PDSS1,2.938356164,0.34032634,30.66666667,0.123387097,0
MT-ND5,2.824961948,0.353987069,39.19354839,0.117601472,0
MT-ND3,2.726788432,0.366731789,45.41935484,0.107374361,0
MT-ND1,2.732115677,0.366016713,42.21052632,0.101957793,0
NDUFA1,2.899543379,0.34488189,39.37037037,0.141353584,0
NDUFV2,2.780821918,0.359605911,41.05555556,0.112021858,0
MT-ND6,2.95585997,0.33831102,34.75,0.152926369,0
ACE,2.330289193,0.429131287,77.48,0.093237064,0
TIMP1,2.353881279,0.424830262,83.42307692,0.10414866,0
GLA,2.762557078,0.361983471,35.78947368,0.092173439,0
TGFB1,2.340182648,0.427317073,88.51470588,0.107031083,0
SERPINE1,2.323439878,0.430396331,80.1125,0.095599642,0
CTSD,2.331050228,0.428991185,63.85714286,0.075839837,0
FGF23,2.446727549,0.408709176,62.53703704,0.088579373,0
MAS1,3.02587519,0.330482897,44.14285714,0.216386555,0
SLC14A2,3.023592085,0.330732444,38.625,0.185679612,0
NOX4,2.429223744,0.411654135,107.7631579,0.143684211,0
SELP,2.421613394,0.412947832,93.88235294,0.125380099,0
IDE,2.46651446,0.405430423,63.86486486,0.091028261,0
PTH,2.407914764,0.415297092,72.27586207,0.095099819,0
NOS2,2.401826484,0.41634981,94.3877551,0.12239604,0
SOD2,2.156773212,0.46365561,60.14516129,0.06032614,0
PDYN,2.519025875,0.396978852,52.62068966,0.08405861,0
DPEP1,3.02587519,0.330482897,51.4,0.262886598,0
NPY,2.340182648,0.427317073,70.29333333,0.085411098,0
AGER,2.50304414,0.39951353,108.09375,0.162744729,0
KL,2.479452055,0.403314917,81.32258065,0.116675152,0
PECAM1,2.300608828,0.434667549,77.09195402,0.089641807,0
CABIN1,2.650684932,0.377260982,103,0.196190476,0
DBH,2.745053272,0.364291655,38.84375,0.097370907,0
NPPC,3.164383562,0.316017316,28.71428571,0.201020408,0
MMP3,2.402587519,0.416217928,95.09259259,0.123657468,0
NOS1,2.394977169,0.417540515,91.78947368,0.115862573,0
LCN2,2.503805175,0.399392097,87.76190476,0.133579764,0
SELE,2.436834094,0.41036852,90.75925926,0.124910723,0
SMUG1,2.390410959,0.418338109,73.97777778,0.094793895,0
ECE1,2.709284627,0.369101124,87.45454545,0.192655027,0
PTGS2,2.222222222,0.45,78.80582524,0.084014739,0
TNNI3,2.582952816,0.387153801,69.73913043,0.119733593,0
SLC5A2,2.716133942,0.368170356,106.875,0.238534676,0
ADRB2,2.331811263,0.428851175,63.96825397,0.07622453,0
ACHE,2.368340944,0.422236504,78.20408163,0.096048739,0
COMT,2.546423135,0.392707711,50.25714286,0.081938942,0
CST3,2.445205479,0.408963585,68.03571429,0.096231562,0
ATP6AP2,2.709284627,0.369101124,42.14285714,0.094701845,0
NPPB,2.549467275,0.392238806,104.952381,0.167388167,0
NR3C2,2.550989346,0.392004773,90.89473684,0.146993698,0
NGFR,2.363013699,0.423188406,78.52941176,0.096568025,0
GLRA2,2.863774734,0.349189476,40.125,0.133988294,0
SLC17A6,2.667427702,0.37489301,49.12121212,0.100043202,0
SYP,2.261796043,0.442126514,62.69736842,0.068521714,0
SLC18A2,2.656012177,0.376504298,47.65517241,0.096916918,0
CCK,2.428462709,0.41178314,58.67241379,0.080704833,0
ADA,2.48934551,0.401712015,76.66666667,0.10974212,0
DDC,2.569254186,0.389218009,49.12121212,0.082783995,0
HTR2A,2.534246575,0.394594595,51.02222222,0.083983159,0
PDE4A,2.613394216,0.382644147,81.05263158,0.146209386,0
GAP43,2.426179604,0.41217064,57.47727273,0.077401372,0
GPX4,2.448249619,0.408455082,67.5,0.09230669,0
DRD5,2.51217656,0.398061194,54.18604651,0.083973319,0
HSPG2,2.434550989,0.41075336,62.34693878,0.085821105,0
GPX7,2.497716895,0.400365631,70.38461538,0.103354795,0
LAMB2,2.547945205,0.392473118,59.93939394,0.097413156,0
DRD2,2.359208524,0.423870968,56.95945946,0.071901447,0
BDNF,2.148401826,0.465462274,65.0483871,0.064652408,0
TH,2.282343988,0.438146049,72,0.080808081,0
PNPLA6,3.107305936,0.32182219,18,0.134297521,0
COLQ,3.098173516,0.322770818,31.14285714,0.217303823,0
CHAT,2.465753425,0.405555556,74.30769231,0.105364612,0
ACMSD,2.781582953,0.359507524,38.77272727,0.109527478,0
FGF20,2.465753425,0.405555556,71.48484848,0.101210404,0
STX1B,2.681126332,0.372977576,33.64864865,0.075445401,0
STBD1,2.671993912,0.37425235,35.75862069,0.077661169,0
CCDC62,2.735159817,0.365609349,40.45454545,0.101900618,0
HIP1R,2.562404871,0.39025839,40.5,0.069811835,0
TMEM175,2.944444444,0.339622642,41.81818182,0.189222542,0
MCCC1,2.693302892,0.371291325,32.93333333,0.073692078,0
LRRK2,2.117960426,0.472152354,50.13157895,0.047575015,0
GAK,2.403348554,0.41608613,37.390625,0.050125839,0
STK39,2.647640791,0.37769474,54.1,0.105165692,0
NMD3,2.830289193,0.353320785,28.8,0.089875,0
NUCKS1,2.899543379,0.34488189,34,0.135,0
FAM47E,3.144596651,0.318005808,31.3,0.235338346,0
PM20D1,2.796042618,0.35764834,36.77777778,0.106899903,0
SLC45A3,3.146879756,0.317775091,16.09090909,0.134822804,0
GPNMB,2.680365297,0.373083475,55.05882353,0.119565217,0
SYT11,2.54109589,0.393530997,41.5106383,0.069532057,0
ACO2,2.569254186,0.389218009,47.74,0.081993127,0
MT-CO2,2.531202435,0.395069152,51.88888889,0.083279743,0
MT-CYB,2.53805175,0.394002999,48.51020408,0.078940371,0
GLRX,2.493150685,0.401098901,77.61290323,0.113209324,0
DNM1L,2.384322679,0.41940632,61.61904762,0.077771765,0
GLUD2,2.654490107,0.376720183,56.13636364,0.111512742,0
NARFL,3.265601218,0.306222326,32.6,0.30754717,0
SLC25A3,2.667427702,0.37489301,56.44,0.114482759,0
ALDH2,2.668188737,0.374786081,58.61904762,0.118087558,0
PRDX3,2.5456621,0.392825112,53.56818182,0.088908185,0
TALDO1,2.584474886,0.386925795,49.6,0.086412366,0
PRDX5,2.698630137,0.370558376,53.39130435,0.116385039,0
COX5A,2.721461187,0.367449664,40.65853659,0.092196228,0
SLC11A2,2.682648402,0.372765957,47.26086957,0.097556594,0
CALCOCO2,2.768645358,0.361187466,30.91304348,0.082073936,0
SIRT3,2.391171994,0.418204965,75.38636364,0.094945042,0
SOD3,2.445205479,0.408963585,79.5,0.108163265,0
TST,2.856164384,0.350119904,49,0.150818222,0
TFAM,2.437595129,0.4102404,60.22,0.082493151,0
PGK1,2.426940639,0.412041392,70.3902439,0.093167501,0
SDHD,2.726027397,0.366834171,38.77777778,0.092349509,0
PDHA1,2.633181126,0.379768786,48.85714286,0.094263651,0
CYC1,2.613394216,0.382644147,42.36734694,0.078527886,0
LONP1,2.812024353,0.355615697,50.1,0.141784703,0
UQCRFS1,2.598934551,0.38477306,41.18181818,0.074913065,0
CHCHD2,2.722222222,0.367346939,40.33333333,0.093367786,0
TIMM8A,2.910958904,0.343529412,35.5,0.125800712,0
TIMM23,2.826484018,0.353796446,47.35,0.139264706,0
TOMM20,2.50608828,0.399028242,50.6097561,0.076760798,0
COQ2,2.749619482,0.363686687,39.96,0.099303483,0
ATP5B,2.50608828,0.399028242,41.43548387,0.064216054,0
GPER1,2.515981735,0.397459165,70.42857143,0.109272405,0
C10orf2,2.950532725,0.338921847,26.55555556,0.115984405,0
CEL,2.649923896,0.377369328,83.23076923,0.157787184,0
ACY1,3.148401826,0.317621465,24.66666667,0.183206107,0
LTF,2.653729072,0.376828219,49.8,0.101428571,0
SPHK1,2.52891933,0.39542582,86.96296296,0.133412983,0
NUDT1,3.127092846,0.319785836,30.85714286,0.197802198,0
IFNG,2.307458143,0.433377309,76.57831325,0.089460646,0
NT5E,2.439117199,0.409984399,81.11111111,0.110626042,0
MGMT,2.51217656,0.398061194,82.04166667,0.122938531,0
ISG20,2.873668189,0.347987288,41.84615385,0.136892713,0
DICER1,2.346270928,0.426208239,69.66037736,0.082589136,0
TYMP,2.746575342,0.364089776,48.85714286,0.116655275,0
RBM19,3.152207002,0.317238049,19.88888889,0.156444444,0
TRIM32,2.617199391,0.382087816,45.11904762,0.084448011,0
SLC29A1,3.008371385,0.332405768,25.45454545,0.128478664,0
ADARB2,3.028158295,0.330233727,26.625,0.154585799,0
CDA,2.574581431,0.388412651,47.70967742,0.081029186,0
ADSL,2.844748858,0.35152488,36.05555556,0.110939643,0
CECR1,2.910197869,0.343619247,27.05882353,0.098181818,0
RCN1,2.586757991,0.386584289,69.84,0.121111111,0
LGALS1,2.53652968,0.394239424,65.09375,0.104233547,0
SCG3,2.630136986,0.380208333,76.04166667,0.142935464,0
PROC,2.523592085,0.396260555,62.02564103,0.097791798,0
PLEK,2.49543379,0.40073193,57.38636364,0.085934306,0
SNAP23,2.615677321,0.382310154,42.07142857,0.077271534,0
JAG1,2.414764079,0.41411913,91.34090909,0.119058907,0
NOTCH2,2.48782344,0.401957785,71.51428571,0.103903654,0
SMURF1,2.52891933,0.39542582,52.64583333,0.084368323,0
FCER2,2.861491629,0.349468085,85.55555556,0.259259259,0
PRNP,2.51826484,0.397098821,59.44827586,0.092763477,0
APH1B,2.761796043,0.362083219,65,0.162094763,0
TIMP4,2.899543379,0.34488189,89,0.301694915,0
BACE2,2.739726027,0.365,49.58823529,0.12276851,0
PSENEN,2.656012177,0.376504298,59.10526316,0.117063492,0
SIRPA,2.694063927,0.371186441,59.5,0.129257246,0
QSOX1,2.52283105,0.39638009,61.04255319,0.097790507,0
NBEAL2,2.896499239,0.345244351,43.9,0.153333333,0
HMOX2,2.639269406,0.378892734,53.44,0.10368932,0
BST1,2.851598174,0.350680544,33.35294118,0.107055041,0
UBR4,2.601978691,0.384322901,38.92,0.071903882,0
DNAJC5,2.549467275,0.392238806,42.45714286,0.069441197,0
PENK,2.505327245,0.399149453,57.93220339,0.090377852,0
NUCB1,2.581430746,0.387382075,67.55172414,0.115890508,0
HSP90B1,2.271689498,0.440201005,66.2,0.072636036,0
PLAUR,2.462709285,0.40605686,83.92857143,0.117152168,0
ITGB2,2.473363775,0.404307692,54.5862069,0.080248479,0
MATN3,2.592846271,0.385676548,64.72413793,0.113690079,0
ITGAM,2.252663623,0.443918919,68.46296296,0.076399223,0
ADAMTSL1,3.187214612,0.313753582,27.2,0.245454545,0
CFP,2.684170472,0.372554579,54.55172414,0.11550263,0
THBS1,2.344748858,0.426484907,71.4057971,0.086956522,0
DHDDS,3.127092846,0.319785836,28,0.183270677,0
SEMA5A,2.671232877,0.374358974,57.38888889,0.116531165,0
SPON1,2.823439878,0.354177898,39.53846154,0.116877153,0
SART3,3.073059361,0.325408618,24.66666667,0.148373984,0
PHLPP1,2.676560122,0.373613875,58.8125,0.122777197,0
ADCY5,2.46803653,0.405180389,47.77192982,0.070123839,0
PDE1B,3.130136986,0.319474836,32,0.22919708,0
PTGER2,2.737442922,0.36530442,67.41176471,0.157872985,0
CCR7,2.411719939,0.414641843,74.06944444,0.100893127,0
MCHR1,2.652968037,0.376936317,49.91489362,0.102705542,0
MTNR1B,2.608828006,0.383313886,59.60606061,0.109168609,0
CCL21,2.456621005,0.407063197,81.21568627,0.115527292,0
VPS13C,2.888888889,0.346153846,37.54545455,0.133441558,0
PRKCG,2.616438356,0.382198953,37.80645161,0.070605969,0
PDE8B,3.073059361,0.325408618,25.14285714,0.156593407,0
PRKAR2A,2.689497717,0.371816638,43.63157895,0.097256564,0
AKAP6,3.076864536,0.325006184,23.5,0.154362416,0
HTR6,2.824961948,0.353987069,41.8,0.124179104,0
PPBP,2.494672755,0.400854179,66.83606557,0.103461402,0
PNOC,2.674277017,0.37393284,54.39393939,0.113731457,0
POLR1D,2.772450533,0.360691738,33.16666667,0.084541063,0
PTGER4,2.485540335,0.402327006,79.66666667,0.115963125,0
CXCL10,2.321156773,0.430819672,72.8988764,0.087513657,0
GPR37,2.612633181,0.382755607,50.21052632,0.095954513,0
SEC22A,2.982496195,0.335289615,25.94117647,0.11872639,0
P2RY11,2.729071537,0.366424986,43.91428571,0.105563187,0
GPR39,2.717656012,0.367964156,41.83783784,0.099184695,0
PTGDR2,2.739726027,0.365,54.67741935,0.133035084,0
GNAL,2.848554033,0.351055303,33.61111111,0.108758596,0
TAS1R2,2.636225266,0.379330254,59.21212121,0.113811189,0
NMS,2.671232877,0.374358974,47.5106383,0.101908502,0
GABBR1,2.647640791,0.37769474,45.73913043,0.093300799,0
SUGT1,2.682648402,0.372765957,43.59090909,0.092161017,0
HCAR2,2.554794521,0.391420912,70.38235294,0.115951158,0
TAS2R13,2.797564688,0.357453754,55.26923077,0.150188127,0
GPR55,2.777016743,0.360098657,51.72413793,0.134959935,0
PSAP,2.576103501,0.388183161,48.28888889,0.085388397,0
GCH1,2.600456621,0.384547849,42.60714286,0.076631552,0
CRY2,2.582952816,0.387153801,67.8,0.115110357,0
STIM1,2.670471842,0.37446566,76.41666667,0.153588196,0
TAS2R38,2.767123288,0.361386139,50.66666667,0.128922816,0
GRM4,2.682648402,0.372765957,45.97368421,0.101312885,0
MC1R,2.702435312,0.370036609,47.68181818,0.104925911,0
PTHLH,2.49086758,0.401466544,78.675,0.115528634,0
APLNR,2.565449011,0.389795313,73.125,0.123940678,0
ADCYAP1R1,2.882800609,0.3468849,38.4375,0.130084746,0
NEUROD6,2.921613394,0.342276635,31.14285714,0.12421113,0
FAIM2,2.754946728,0.362983425,26.19230769,0.066812054,0
ADH7,3.195585997,0.31293165,22.7,0.186065574,0
GSTT2B,3.090563166,0.323565624,24.93333333,0.154451346,0
ANKK1,2.942161339,0.339886187,40.09090909,0.162232077,0
GSTO2,3.03957382,0.32899349,28.21428571,0.158999193,0
GSTA4,2.623287671,0.381201044,71.9047619,0.131365892,0
MIF,2.445966514,0.408836341,104.2571429,0.141192412,0
WIF1,2.886605784,0.34642763,50.15384615,0.168868169,0
BGLAP,2.446727549,0.408709176,86.57777778,0.118762384,0
RBP4,2.614155251,0.382532751,95.66666667,0.173233696,0
BMP2,2.353881279,0.424830262,71.54411765,0.087963968,0
BNIP3L,2.896499239,0.345244351,33.5,0.124122264,0
MRC1,2.491628615,0.401343922,95,0.139462091,0
GSTK1,2.925418569,0.341831426,48.23076923,0.17929654,0
CD4,2.48173516,0.402943882,61.87234043,0.091091405,0
ARPC3,2.633942161,0.379659058,40.10344828,0.079433498,0
DUSP26,3.02130898,0.330982368,40.66666667,0.220695971,0
WNT5A,2.363774734,0.423052157,65.45901639,0.080993345,0
SCARB2,2.564687976,0.389910979,45.87878788,0.078455791,0
TACR1,2.442922374,0.409345794,55.58490566,0.078483104,0
CD14,2.667427702,0.37489301,71.07142857,0.142929003,0
RNF216,2.879756469,0.347251586,46.5,0.159793814,0
ATOX1,2.922374429,0.3421875,33.07142857,0.124660511,0
NEDD4,2.440639269,0.409728718,51.03636364,0.071528752,0
DNAJC6,2.526636225,0.395783133,39.02380952,0.062801932,0
DNM3,2.616438356,0.382198953,50.125,0.092841682,0
UBQLN2,2.512937595,0.397940642,42.48837209,0.066248231,0
AGFG1,2.666666667,0.375,41.07407407,0.086864407,0
HGS,2.522070015,0.396499698,48.51428571,0.075877487,0
GRK5,2.646118721,0.377911993,49.35294118,0.099643494,0
ADRBK1,2.417808219,0.413597734,56.55102041,0.075778301,0
ARRB1,2.380517504,0.420076726,58.89090909,0.075092764,0
PAPOLA,2.809741248,0.355904659,28.53846154,0.083884958,0
PROKR2,2.743531202,0.364493759,43.86206897,0.108569478,0
GHSR,2.638508371,0.379002019,58.41935484,0.114484503,0
CHRM3,2.754185693,0.363083725,47,0.118492618,0
GRP,2.560121766,0.390606421,57.55,0.098040886,0
RGS9,3.098934551,0.322691552,40,0.242424242,0
GPR65,2.729071537,0.366424986,52.07692308,0.123405031,0
PROK2,2.633181126,0.379768786,57.17647059,0.110592786,0
SHH,2.291476408,0.436399867,63.12345679,0.071894598,0
TRH,2.462709285,0.40605686,67.42553191,0.09729514,0
FMR1,2.413242009,0.414380322,51.9047619,0.067760786,0
PIK3CG,2.573820396,0.388527499,72.2,0.121210084,0
OR10A4,3.233637747,0.309249235,40.66666667,0.411564626,0
CSNK1D,2.54261796,0.393295421,40.54054054,0.066678521,0
PDC,3.282343988,0.304660329,16,0.210958904,0
GIT1,2.714611872,0.368376787,64.42857143,0.144138373,0
GPR143,2.777016743,0.360098657,45.14814815,0.120742727,0
GAST,2.5,0.4,65.89130435,0.10090552,0
HCRTR1,2.667427702,0.37489301,49.88235294,0.10467128,0
UTS2R,2.744292237,0.364392679,41.36666667,0.103433836,0
CCKBR,2.734398782,0.365711105,52.73076923,0.126969416,0
SHMT2,2.50913242,0.398544131,40.35555556,0.061577608,0
MT-ATP6,2.788432268,0.358624454,36.53846154,0.101214575,0
G3BP1,2.748097412,0.36388812,33.72727273,0.084187742,0
SMS,2.947488584,0.339271882,32.27272727,0.126700072,0
AES,2.97260274,0.33640553,38.125,0.162176724,0
FOXA1,2.503805175,0.399392097,68,0.102207131,0
MSX1,2.879756469,0.347251586,38.4,0.126655629,0
SMOX,2.735159817,0.365609349,73.16666667,0.167048055,0
TEF,2.812024353,0.355615697,47.7,0.134757835,0
PROP1,2.913242009,0.343260188,35,0.128393665,0
SIAH1,2.473363775,0.404307692,49.84313725,0.07267783,0
MLLT4,2.772450533,0.360691738,55.55555556,0.142898053,0
AFF2,3.050989346,0.327762534,39.6,0.231764706,0
PQBP1,3.03500761,0.329488465,26.14285714,0.136374969,0
SLC6A8,3.369863014,0.296747967,22.66666667,0.377777778,0
AGAP1,3.723744292,0.268546904,25,0,0
DTNBP1,2.724505327,0.367039106,33.52,0.079520384,0
SORD,2.665144597,0.375214163,79.26666667,0.158717435,0
SFTPC,2.935312024,0.340679284,47.25,0.18452381,0
NFKB2,2.437595129,0.4102404,80.66666667,0.109156518,0
YKT6,2.608828006,0.383313886,29.6,0.055140187,0
ARF3,2.617199391,0.382087816,44.54166667,0.082712601,0
CHM,2.831811263,0.353130879,33,0.103544257,0
OPN3,3.275494673,0.305297398,23,0.262068966,0
RAB32,2.901065449,0.344700944,29.6,0.110526316,0
RAB39B,2.678082192,0.373401535,75.63636364,0.155310808,0
NPDC1,3.52130898,0.283985304,23.5,0.511363636,0
NSF,2.488584475,0.401834862,39.45652174,0.058945863,0
SMPD3,2.882039574,0.346976499,37.58333333,0.124584718,0
EIF4G1,2.398021309,0.417010473,55.375,0.070272843,0
ERVW-1,2.632420091,0.379878578,99.47058824,0.182191042,0
CDK5R1,2.600456621,0.384547849,63.15,0.112566845,0
S100A10,3.134703196,0.319009468,25.5,0.194444444,0
EIF4A2,2.526636225,0.395783133,52.06060606,0.080417779,0
DDX58,2.485540335,0.402327006,61.0212766,0.089411618,0
MTDH,2.742009132,0.364696087,96.57142857,0.224442224,0
RNH1,2.742009132,0.364696087,80,0.187093417,0
SNRNP70,2.665905632,0.375107051,36.83870968,0.074592685,0
GIGYF2,2.809741248,0.355904659,57,0.164477141,0
EIF4EBP1,2.395738204,0.417407878,82.44444444,0.104722575,0
ELF3,2.856925419,0.350026638,68,0.211111111,0
H2BFS,2.649162861,0.377477736,39.125,0.076866405,0
PRKRA,2.923135464,0.342098412,27.46666667,0.108036891,0
XPO5,2.743531202,0.364493759,48.35714286,0.115964371,0
KCNA5,2.746575342,0.364089776,39.23529412,0.098581141,0
NFE2L2,2.358447489,0.424007744,87.81632653,0.106058365,0
AHR,2.425418569,0.412299969,82.63043478,0.109415491,0
KEAP1,2.297564688,0.435243458,64.44736842,0.073471164,0
CYP27B1,2.746575342,0.364089776,64.6,0.152403467,0
PRDM2,2.901065449,0.344700944,48.7,0.172597865,0
SULT1A1,2.863774734,0.349189476,33.92857143,0.113516114,0
BHLHE40,2.627853881,0.380538662,79.64705882,0.145499516,0
CLOCK,2.53500761,0.394476133,55.72727273,0.088403912,0
SLC13A5,3.226027397,0.309978769,22.5,0.26875,0
PITX2,2.720700152,0.367552448,56.4,0.127878788,0
TSPO,2.635464231,0.379439792,111.5833333,0.206635802,0
MYCN,2.458143075,0.406811146,70.97222222,0.098808418,0
NFE2L1,2.644596651,0.378129496,69.11764706,0.133061317,0
EPHX1,2.762557078,0.361983471,51.4,0.127227723,0
CYP1B1,2.696347032,0.370872142,51.9,0.109263158,0
